id,created_at,status,market,vat_percentage
abc0003104,2021-02-02 09:10:28.976+00,suspend,US,0.0
abc0003105,2021-02-02 10:41:00.845+00,suspend,,0.0
abc0003106,2021-02-02 13:08:11.773+00,suspend,,0.0
abc0003107,2021-02-02 13:11:16.596+00,suspend,,0.0
abc0003108,2021-02-02 14:53:39.133+00,suspend,,0.0
abc0003109,2021-02-02 15:31:27.853+00,suspend,,0.0
abc0003110,2021-02-02 15:32:44.768+00,suspend,,0.0
abc0003111,2021-02-02 16:23:11.34+00,suspend,,0.0
abc0003112,2021-02-02 16:46:34.483+00,suspend,,0.0
abc0003113,2021-02-02 16:56:13.914+00,suspend,,0.0
abc0003114,2021-02-02 17:37:27.78+00,suspend,,0.0
abc0003115,2021-02-02 18:12:48.202+00,suspend,,0.0
abc0003116,2021-02-02 18:24:42.668+00,suspend,,0.0
abc0003117,2021-02-02 20:12:55.466+00,suspend,,0.0
abc0003118,2021-02-02 22:10:21.712+00,suspend,,0.0
abc0003119,2021-02-02 23:14:10.411+00,suspend,,0.0
abc0003120,2021-02-02 23:44:33.709+00,suspend,,0.0
abc0003121,2021-02-03 00:48:47.632+00,suspend,,0.0
abc0003122,2021-02-03 04:05:37.096+00,suspend,,0.0
abc0003127,2021-02-03 07:23:21.139+00,active,,0.0
abc0003128,2021-02-03 07:39:03.995+00,suspend,,0.0
abc0003129,2021-02-03 07:43:02.904+00,suspend,,0.0
abc0003130,2021-02-03 07:53:22.148+00,suspend,,0.0
abc0003131,2021-02-03 08:46:44.705+00,suspend,,0.0
abc0003133,2021-02-03 08:59:45.731+00,suspend,,0.0
abc0003134,2021-02-03 13:14:14.288+00,suspend,,0.0
abc0003135,2021-02-03 15:05:32.098+00,suspend,,0.0
abc0003136,2021-02-03 15:50:33.765+00,suspend,,0.0
abc0003137,2021-02-03 16:41:48.39+00,suspend,,0.0
abc0003138,2021-02-03 16:49:56.737+00,suspend,,0.0
abc0003140,2021-02-03 17:01:02.769+00,suspend,,0.0
abc0003141,2021-02-03 17:06:54.93+00,suspend,,0.0
abc0003145,2021-02-03 20:01:02.846+00,suspend,,0.0
abc0003146,2021-02-03 20:06:47.25+00,suspend,,0.0
abc0003147,2021-02-03 20:30:42.5+00,suspend,,0.0
abc0003150,2021-02-03 22:25:30.942+00,suspend,,0.0
abc0003151,2021-02-03 23:44:28.79+00,suspend,,0.0
abc0003152,2021-02-04 00:22:04.149+00,suspend,,0.0
abc0003153,2021-02-04 01:32:25.58+00,suspend,,0.0
abc0003154,2021-02-04 02:58:23.35+00,suspend,US,0.0
abc0003155,2021-02-04 03:55:42.818+00,suspend,,0.0
abc0003156,2021-02-04 04:09:41.313+00,suspend,,0.0
abc0003157,2021-02-04 04:40:08.869+00,suspend,,0.0
abc0003158,2021-02-04 07:38:50.661+00,suspend,,0.0
abc0003159,2021-02-04 08:07:30.994+00,suspend,,0.0
abc0003160,2021-02-04 08:32:34.871+00,suspend,,0.0
abc0003161,2021-02-04 08:48:38.798+00,suspend,,0.0
abc0003162,2021-02-04 11:00:03.441+00,suspend,,0.0
abc0003163,2021-02-04 13:30:24.509+00,suspend,,0.0
abc0003165,2021-02-04 15:43:56.117+00,suspend,,0.0
abc0003166,2021-02-04 15:49:46.087+00,suspend,,0.0
abc0003168,2021-02-04 16:00:01.356+00,suspend,,0.0
abc0003169,2021-02-04 17:27:52.748+00,suspend,,0.0
abc0003170,2021-02-04 20:22:16.333+00,suspend,,0.0
abc0003171,2021-02-04 20:43:04.384+00,suspend,,0.0
abc0003172,2021-02-04 21:49:53.178+00,suspend,,0.0
abc0003173,2021-02-04 22:10:24.466+00,suspend,,0.0
abc0003175,2021-02-04 22:19:28.327+00,suspend,,0.0
abc0003176,2021-02-04 23:05:38.384+00,suspend,,0.0
abc0003177,2021-02-04 23:06:34.842+00,suspend,,0.0
abc0003178,2021-02-05 00:05:09.197+00,suspend,,0.0
abc0003179,2021-02-05 01:08:11.504+00,suspend,,0.0
abc0003180,2021-02-05 01:30:45.394+00,suspend,,0.0
abc0003181,2021-02-05 02:26:49.255+00,suspend,BS,0.0
abc0003182,2021-02-05 02:28:12.878+00,suspend,UA,0.0
abc0003183,2021-02-05 05:10:25.473+00,suspend,,0.0
abc0003184,2021-02-05 05:56:10.644+00,suspend,,0.0
abc0003185,2021-02-05 08:04:56.65+00,suspend,,0.0
abc0003186,2021-02-05 13:41:59.139+00,suspend,,0.0
abc0003187,2021-02-05 14:47:36.811+00,suspend,,0.0
abc0003188,2021-02-05 14:52:18.571+00,suspend,,0.0
abc0003189,2021-02-05 14:55:10.53+00,suspend,,0.0
abc0003190,2021-02-05 15:24:31.809+00,suspend,,0.0
abc0003191,2021-02-05 16:15:12.354+00,suspend,,0.0
abc0003192,2021-02-05 16:46:27.495+00,suspend,,0.0
abc0003193,2021-02-05 16:50:33.739+00,suspend,,0.0
abc0003194,2021-02-05 17:20:07.051+00,suspend,,0.0
abc0003195,2021-02-05 17:29:15.799+00,suspend,,0.0
abc0003196,2021-02-06 00:20:27.902+00,suspend,,0.0
abc0003197,2021-02-06 05:00:08.69+00,suspend,,0.0
abc0003198,2021-02-06 07:39:39.702+00,suspend,,0.0
abc0003199,2021-02-06 08:00:50.533+00,suspend,,0.0
abc0003200,2021-02-06 09:02:54.01+00,suspend,,0.0
abc0003202,2021-02-06 12:17:45.492+00,suspend,,0.0
abc0003203,2021-02-06 12:19:56.072+00,suspend,,0.0
abc0003204,2021-02-06 14:33:06.533+00,suspend,,0.0
abc0003205,2021-02-06 15:30:54.841+00,suspend,,0.0
abc0003206,2021-02-06 15:46:59.742+00,suspend,,0.0
abc0003207,2021-02-06 16:41:52.638+00,suspend,,0.0
abc0003208,2021-02-06 17:30:46.373+00,suspend,,0.0
abc0003209,2021-02-06 17:41:04.158+00,suspend,,0.0
abc0003210,2021-02-06 20:06:31.499+00,suspend,,0.0
abc0003211,2021-02-06 20:17:33.329+00,suspend,,0.0
abc0003212,2021-02-06 20:33:29.103+00,suspend,,0.0
abc0003213,2021-02-06 21:45:41.148+00,suspend,,0.0
abc0003214,2021-02-06 21:58:02.942+00,suspend,,0.0
abc0003215,2021-02-06 23:57:49.332+00,suspend,,0.0
abc0003216,2021-02-07 01:15:37.214+00,suspend,,0.0
abc0003217,2021-02-07 02:03:54.226+00,suspend,,0.0
abc0003218,2021-02-07 02:06:36.685+00,suspend,,0.0
abc0003219,2021-02-07 02:08:23.372+00,suspend,,0.0
abc0003220,2021-02-07 03:14:41.13+00,suspend,,0.0
abc0003221,2021-02-07 06:19:56.274+00,suspend,,0.0
abc0003222,2021-02-07 13:16:37.571+00,suspend,,0.0
abc0003223,2021-02-07 13:37:18.111+00,suspend,,0.0
abc0003224,2021-02-07 14:12:18.819+00,suspend,,0.0
abc0003225,2021-02-07 14:52:54.869+00,suspend,,0.0
abc0003226,2021-02-07 15:56:38.831+00,suspend,,0.0
abc0003227,2021-02-07 16:51:39.454+00,suspend,,0.0
abc0003228,2021-02-07 18:37:48.639+00,suspend,,0.0
abc0003229,2021-02-07 18:51:16.217+00,suspend,,0.0
abc0003230,2021-02-07 19:21:40.95+00,suspend,,0.0
abc0003231,2021-02-07 20:08:30.883+00,suspend,,0.0
abc0003232,2021-02-07 21:13:18.319+00,suspend,,0.0
abc0003233,2021-02-07 21:52:49.241+00,suspend,,0.0
abc0003234,2021-02-07 22:01:54.006+00,suspend,,0.0
abc0003235,2021-02-07 23:06:40.93+00,suspend,,0.0
abc0003236,2021-02-07 23:07:41.838+00,suspend,,0.0
abc0003237,2021-02-07 23:12:17.774+00,suspend,,0.0
abc0003238,2021-02-07 23:29:21.924+00,suspend,,0.0
abc0003239,2021-02-08 00:15:18.848+00,suspend,,0.0
abc0003240,2021-02-08 01:04:45.829+00,suspend,US,0.0
abc0003241,2021-02-08 01:05:31.261+00,suspend,US,0.0
abc0003242,2021-02-08 01:52:37.801+00,suspend,,0.0
abc0003243,2021-02-08 07:43:16.265+00,suspend,,0.0
abc0003244,2021-02-08 07:46:37.61+00,suspend,UA,0.0
abc0003245,2021-02-08 08:19:20.701+00,suspend,,0.0
abc0003246,2021-02-08 09:01:17.889+00,suspend,,0.0
abc0003247,2021-02-08 09:51:18.366+00,suspend,,0.0
abc0003248,2021-02-08 11:41:18.944+00,suspend,,0.0
abc0003249,2021-02-08 12:18:26.566+00,suspend,,0.0
abc0003250,2021-02-08 12:40:15.696+00,suspend,,0.0
abc0003251,2021-02-08 13:17:41.815+00,suspend,,0.0
abc0003252,2021-02-08 14:18:04.778+00,suspend,,0.0
abc0003253,2021-02-08 15:06:43.023+00,suspend,,0.0
abc0003254,2021-02-08 16:11:52.602+00,suspend,,0.0
abc0003255,2021-02-08 16:13:21.875+00,suspend,,0.0
abc0003256,2021-02-08 17:13:19.08+00,suspend,,0.0
abc0003257,2021-02-08 17:28:22.553+00,suspend,,0.0
abc0003258,2021-02-08 17:36:32.207+00,suspend,,0.0
abc0003259,2021-02-08 17:46:47.044+00,suspend,,0.0
abc0003260,2021-02-08 18:30:07.939+00,suspend,,0.0
abc0003261,2021-02-08 20:31:58.884+00,suspend,,0.0
abc0003262,2021-02-08 20:38:59.487+00,suspend,,0.0
abc0003263,2021-02-08 23:05:28.266+00,suspend,,0.0
abc0003264,2021-02-09 00:25:05.122+00,suspend,,0.0
abc0003265,2021-02-09 00:37:01.794+00,suspend,,0.0
abc0003266,2021-02-09 01:14:50.491+00,suspend,,0.0
abc0003267,2021-02-09 01:16:24.785+00,suspend,,0.0
abc0003268,2021-02-09 01:34:13.941+00,suspend,,0.0
abc0003269,2021-02-09 04:12:59.429+00,suspend,,0.0
abc0003270,2021-02-09 04:50:32.192+00,suspend,US,0.0
abc0003271,2021-02-09 05:06:31.965+00,suspend,,0.0
abc0003272,2021-02-09 09:09:02.647+00,suspend,US,0.0
abc0003273,2021-02-09 09:09:31.835+00,suspend,,0.0
abc0003274,2021-02-09 10:54:16.163+00,suspend,,0.0
abc0003275,2021-02-09 11:44:45.235+00,suspend,,0.0
abc0003276,2021-02-09 13:26:02.615+00,suspend,,0.0
abc0003277,2021-02-09 13:43:13.628+00,suspend,,0.0
abc0003278,2021-02-09 14:11:24.489+00,suspend,,0.0
abc0003279,2021-02-09 14:39:42.71+00,suspend,,0.0
abc0003280,2021-02-09 14:46:09.526+00,suspend,,0.0
abc0003281,2021-02-09 15:22:30.533+00,suspend,,0.0
abc0003282,2021-02-09 15:39:25.412+00,suspend,,0.0
abc0003283,2021-02-09 15:56:56.918+00,suspend,,0.0
abc0003284,2021-02-09 17:38:31.436+00,suspend,,0.0
abc0003285,2021-02-09 18:29:42.682+00,suspend,,0.0
abc0003286,2021-02-09 18:31:09.556+00,suspend,,0.0
abc0003287,2021-02-09 22:36:40.94+00,suspend,,0.0
abc0003288,2021-02-09 22:57:37.612+00,suspend,,0.0
abc0003289,2021-02-09 23:03:32.233+00,suspend,,0.0
abc0003290,2021-02-09 23:18:28.21+00,suspend,,0.0
abc0003291,2021-02-09 23:47:17.739+00,suspend,,0.0
abc0003292,2021-02-10 00:43:52.078+00,suspend,,0.0
abc0003293,2021-02-10 01:13:25.861+00,suspend,,0.0
abc0003294,2021-02-10 01:28:33.562+00,suspend,,0.0
abc0003295,2021-02-10 02:07:31.986+00,suspend,,0.0
abc0003296,2021-02-10 03:38:26.659+00,suspend,,0.0
abc0003299,2021-02-10 03:52:29.933+00,suspend,,0.0
abc0003300,2021-02-10 04:58:40.083+00,suspend,,0.0
abc0003301,2021-02-10 05:50:54.649+00,suspend,,0.0
abc0003302,2021-02-10 07:52:51.914+00,suspend,,0.0
abc0003303,2021-02-10 08:01:44.625+00,suspend,,0.0
abc0003304,2021-02-10 09:38:52.598+00,suspend,,0.0
abc0003305,2021-02-10 10:22:09.859+00,suspend,US,0.0
abc0003306,2021-02-10 10:22:54.574+00,suspend,,0.0
abc0003307,2021-02-10 12:06:30.41+00,suspend,,0.0
abc0003308,2021-02-10 12:22:03.509+00,suspend,,0.0
abc0003309,2021-02-10 12:26:54.77+00,suspend,,0.0
abc0003310,2021-02-10 13:19:21.67+00,suspend,,0.0
abc0003311,2021-02-10 13:49:14.999+00,suspend,,0.0
abc0003312,2021-02-10 13:57:34.769+00,suspend,,0.0
abc0003313,2021-02-10 14:03:16.34+00,suspend,,0.0
abc0003314,2021-02-10 16:33:54.541+00,suspend,,0.0
abc0003315,2021-02-10 16:48:33.008+00,suspend,,0.0
abc0003316,2021-02-10 17:06:48.215+00,suspend,,0.0
abc0003317,2021-02-10 17:21:25.128+00,suspend,,0.0
abc0003318,2021-02-10 18:43:52.188+00,active,NL,0.0
abc0003319,2021-02-10 20:02:46.933+00,suspend,,0.0
abc0003320,2021-02-10 20:09:44.364+00,suspend,,0.0
abc0003321,2021-02-10 20:54:06.938+00,suspend,,0.0
abc0003322,2021-02-10 21:24:48.321+00,suspend,,0.0
abc0003323,2021-02-10 21:52:20.254+00,suspend,,0.0
abc0003324,2021-02-10 22:05:57.887+00,suspend,,0.0
abc0003325,2021-02-10 23:46:45.528+00,suspend,,0.0
abc0003326,2021-02-11 01:07:16.855+00,suspend,,0.0
abc0003327,2021-02-11 02:12:42.598+00,suspend,EE,0.0
abc0003328,2021-02-11 02:14:33.54+00,suspend,UA,0.0
abc0003329,2021-02-11 03:25:57.713+00,suspend,,0.0
abc0003330,2021-02-11 05:03:55.378+00,suspend,,0.0
abc0003331,2021-02-11 06:06:25.22+00,suspend,,0.0
abc0003332,2021-02-11 08:28:23.08+00,suspend,,0.0
abc0003333,2021-02-11 08:38:42.274+00,suspend,,0.0
abc0003334,2021-02-11 09:25:03.603+00,suspend,,0.0
abc0003335,2021-02-11 13:19:54.356+00,suspend,,0.0
abc0003336,2021-02-11 13:53:13.353+00,suspend,,0.0
abc0003337,2021-02-11 14:45:15.393+00,suspend,,0.0
abc0003338,2021-02-11 15:09:06.646+00,suspend,,0.0
abc0003339,2021-02-11 16:07:09.986+00,suspend,,0.0
abc0003340,2021-02-11 16:09:26.363+00,suspend,,0.0
abc0003341,2021-02-11 16:11:48.468+00,suspend,,0.0
abc0003342,2021-02-11 18:00:33.717+00,suspend,,0.0
abc0003343,2021-02-11 18:51:21.076+00,suspend,,0.0
abc0003344,2021-02-11 19:31:20.7+00,suspend,,0.0
abc0003345,2021-02-11 21:11:27.696+00,suspend,,0.0
abc0003346,2021-02-11 21:33:04.398+00,suspend,,0.0
abc0003347,2021-02-11 22:07:11.99+00,suspend,,0.0
abc0003348,2021-02-12 01:49:32.278+00,suspend,,0.0
abc0003349,2021-02-12 03:23:08.613+00,suspend,,0.0
abc0003350,2021-02-12 06:12:34.697+00,suspend,,0.0
abc0003351,2021-02-12 06:27:42.986+00,active,TW,0.0
abc0003352,2021-02-12 06:53:29.379+00,suspend,,0.0
abc0003353,2021-02-12 06:57:33.792+00,suspend,,0.0
abc0003354,2021-02-12 09:10:04.322+00,suspend,DK,0.0
abc0003355,2021-02-12 10:47:49.77+00,suspend,,0.0
abc0003356,2021-02-12 10:50:33.281+00,suspend,,0.0
abc0003357,2021-02-12 11:38:17.73+00,suspend,,0.0
abc0003358,2021-02-12 12:05:17.686+00,suspend,,0.0
abc0003359,2021-02-12 12:10:36.279+00,suspend,,0.0
abc0003360,2021-02-12 12:11:02.678+00,suspend,,0.0
abc0003361,2021-02-12 12:13:43.927+00,suspend,,0.0
abc0003362,2021-02-12 14:46:48.555+00,suspend,,0.0
abc0003363,2021-02-12 15:14:20.546+00,suspend,,0.0
abc0003364,2021-02-12 15:34:48.304+00,suspend,,0.0
abc0003365,2021-02-12 15:59:11.145+00,suspend,,0.0
abc0003366,2021-02-12 16:44:22.689+00,suspend,,0.0
abc0003369,2021-02-12 16:46:09.335+00,suspend,,0.0
abc0003370,2021-02-12 17:21:04.904+00,suspend,,0.0
abc0003371,2021-02-12 17:38:56.73+00,suspend,,0.0
abc0003372,2021-02-12 17:50:26.452+00,suspend,,0.0
abc0003373,2021-02-12 18:47:23.69+00,suspend,,0.0
abc0003374,2021-02-12 19:17:32.473+00,suspend,,0.0
abc0003375,2021-02-12 19:30:16.841+00,suspend,,0.0
abc0003376,2021-02-12 20:19:29.099+00,suspend,,0.0
abc0003377,2021-02-12 20:25:27.103+00,suspend,,0.0
abc0003378,2021-02-12 20:42:26.09+00,suspend,,0.0
abc0003379,2021-02-12 22:42:11.51+00,suspend,,0.0
abc0003380,2021-02-12 23:47:17.065+00,suspend,,0.0
abc0003381,2021-02-12 23:58:28.94+00,suspend,,0.0
abc0003382,2021-02-13 00:34:09.716+00,suspend,,0.0
abc0003390,2021-02-13 02:25:31.447+00,suspend,,0.0
abc0003391,2021-02-13 02:35:49.127+00,suspend,,0.0
abc0003392,2021-02-13 03:17:15.536+00,suspend,,0.0
abc0003395,2021-02-13 04:09:25.525+00,suspend,,0.0
abc0003396,2021-02-13 04:54:29.307+00,suspend,,0.0
abc0003397,2021-02-13 05:15:59.041+00,suspend,,0.0
abc0003398,2021-02-13 06:05:47.969+00,suspend,,0.0
abc0003399,2021-02-13 06:30:51.156+00,suspend,,0.0
abc0003400,2021-02-13 06:32:32.042+00,suspend,,0.0
abc0003401,2021-02-13 07:37:52.763+00,suspend,,0.0
abc0003402,2021-02-13 09:37:52.672+00,suspend,,0.0
abc0003403,2021-02-13 09:39:39.009+00,suspend,,0.0
abc0003404,2021-02-13 10:38:22.965+00,suspend,,0.0
abc0003405,2021-02-13 11:09:58.519+00,suspend,,0.0
abc0003406,2021-02-13 11:19:25.754+00,suspend,,0.0
abc0003407,2021-02-13 11:58:55.071+00,suspend,,0.0
abc0003408,2021-02-13 15:16:25.683+00,suspend,,0.0
abc0003409,2021-02-13 15:46:48.841+00,suspend,,0.0
abc0003410,2021-02-13 16:13:59.232+00,suspend,,0.0
abc0003411,2021-02-13 16:39:02.893+00,suspend,,0.0
abc0003412,2021-02-13 18:10:11.918+00,suspend,,0.0
abc0003413,2021-02-13 18:28:22.419+00,suspend,,0.0
abc0003414,2021-02-13 19:14:05.2+00,suspend,,0.0
abc0003415,2021-02-13 19:39:19.559+00,suspend,,0.0
abc0003416,2021-02-13 20:44:02.358+00,suspend,,0.0
abc0003417,2021-02-13 20:49:46.115+00,suspend,,0.0
abc0003418,2021-02-13 20:50:09.551+00,suspend,,0.0
abc0003419,2021-02-13 20:59:52.233+00,suspend,,0.0
abc0003420,2021-02-13 20:59:59.353+00,suspend,,0.0
abc0003421,2021-02-13 21:12:03.179+00,suspend,,0.0
abc0003422,2021-02-13 22:06:18.994+00,suspend,,0.0
abc0003423,2021-02-13 22:36:12.583+00,suspend,,0.0
abc0003424,2021-02-13 23:29:51.724+00,suspend,,0.0
abc0003425,2021-02-14 01:18:48.559+00,suspend,,0.0
abc0003426,2021-02-14 01:21:26.548+00,suspend,,0.0
abc0003427,2021-02-14 05:00:30.539+00,suspend,,0.0
abc0003428,2021-02-14 05:15:29.561+00,suspend,,0.0
abc0003429,2021-02-14 07:47:28.08+00,suspend,,0.0
abc0003430,2021-02-14 08:16:00.395+00,suspend,,8.0
abc0003431,2021-02-14 09:46:35.759+00,suspend,,0.0
abc0003432,2021-02-14 11:26:47.056+00,suspend,,0.0
abc0003433,2021-02-14 12:18:09.723+00,suspend,,0.0
abc0003434,2021-02-14 13:09:15.078+00,suspend,,0.0
abc0003435,2021-02-14 13:22:01.007+00,suspend,,0.0
abc0003436,2021-02-14 13:54:28.455+00,suspend,,0.0
abc0003437,2021-02-14 13:55:03.325+00,suspend,,0.0
abc0003438,2021-02-14 13:58:14.232+00,suspend,,0.0
abc0003439,2021-02-14 16:11:43.253+00,suspend,,0.0
abc0003440,2021-02-14 16:13:02.142+00,suspend,,0.0
abc0003441,2021-02-14 16:20:14.852+00,suspend,,0.0
abc0003442,2021-02-14 16:30:48.652+00,suspend,,0.0
abc0003443,2021-02-14 16:34:30.402+00,suspend,,0.0
abc0003444,2021-02-14 18:50:42.341+00,suspend,,0.0
abc0003445,2021-02-14 19:06:31.579+00,suspend,,0.0
abc0003446,2021-02-14 19:23:11.287+00,suspend,,0.0
abc0003447,2021-02-14 19:38:54.241+00,suspend,,0.0
abc0003448,2021-02-14 20:32:37.952+00,suspend,,0.0
abc0003449,2021-02-14 21:35:48.422+00,suspend,,0.0
abc0003450,2021-02-14 22:27:38.304+00,suspend,,0.0
abc0003451,2021-02-15 00:33:54.364+00,suspend,,0.0
abc0003452,2021-02-15 01:22:31.13+00,suspend,US,0.0
abc0003453,2021-02-15 01:23:39.438+00,suspend,US,0.0
abc0003454,2021-02-15 04:10:12.782+00,suspend,,0.0
abc0003455,2021-02-15 05:45:52.502+00,suspend,,0.0
abc0003456,2021-02-15 06:18:11.228+00,suspend,,0.0
abc0003457,2021-02-15 08:34:04.521+00,suspend,,0.0
abc0003458,2021-02-15 08:45:59.411+00,suspend,,0.0
abc0003459,2021-02-15 09:06:25.56+00,suspend,,0.0
abc0003460,2021-02-15 09:59:19.284+00,suspend,,0.0
abc0003461,2021-02-15 10:19:43.995+00,suspend,,0.0
abc0003462,2021-02-15 10:25:13.56+00,suspend,,0.0
abc0003463,2021-02-15 11:38:00.746+00,suspend,,0.0
abc0003464,2021-02-15 12:26:48.746+00,suspend,,0.0
abc0003465,2021-02-15 12:43:26.682+00,suspend,,0.0
abc0003466,2021-02-15 12:56:24.444+00,suspend,,0.0
abc0003467,2021-02-15 14:49:13.346+00,suspend,,0.0
abc0003468,2021-02-15 16:20:21.088+00,suspend,,0.0
abc0003469,2021-02-15 16:47:45.156+00,suspend,,0.0
abc0003470,2021-02-15 17:07:57.319+00,suspend,,0.0
abc0003471,2021-02-15 17:19:50.884+00,suspend,,0.0
abc0003472,2021-02-15 18:33:59.108+00,suspend,,0.0
abc0003473,2021-02-15 18:59:35.349+00,suspend,,0.0
abc0003474,2021-02-15 19:15:16.291+00,suspend,,0.0
abc0003475,2021-02-15 19:52:20.891+00,suspend,,0.0
abc0003476,2021-02-15 19:52:41.173+00,suspend,,0.0
abc0003477,2021-02-15 19:53:14.111+00,suspend,,0.0
abc0003478,2021-02-15 20:03:33.256+00,suspend,,0.0
abc0003479,2021-02-15 20:05:20.772+00,suspend,,0.0
abc0003480,2021-02-15 22:22:24.218+00,suspend,,0.0
abc0003481,2021-02-15 23:39:15.114+00,suspend,,0.0
abc0003482,2021-02-15 23:43:36.996+00,suspend,,0.0
abc0003483,2021-02-16 01:06:38.096+00,suspend,,0.0
abc0003484,2021-02-16 02:22:53.263+00,suspend,,0.0
abc0003485,2021-02-16 04:01:35.941+00,suspend,,0.0
abc0003486,2021-02-16 05:43:01.368+00,suspend,,0.0
abc0003487,2021-02-16 08:00:05.026+00,suspend,,0.0
abc0003488,2021-02-16 08:01:06.491+00,suspend,,0.0
abc0003489,2021-02-16 08:01:50.141+00,suspend,US,0.0
abc0003490,2021-02-16 09:03:42.01+00,suspend,,0.0
abc0003491,2021-02-16 10:18:21.433+00,suspend,,0.0
abc0003492,2021-02-16 10:21:05.623+00,suspend,,0.0
abc0003493,2021-02-16 10:47:26.904+00,suspend,,0.0
abc0003494,2021-02-16 10:55:24.577+00,suspend,,0.0
abc0003495,2021-02-16 17:07:19.808+00,suspend,,0.0
abc0003496,2021-02-16 17:20:39.272+00,suspend,,0.0
abc0003497,2021-02-16 17:23:25.852+00,suspend,,0.0
abc0003498,2021-02-16 18:04:28.328+00,suspend,,0.0
abc0003500,2021-02-16 18:26:02.954+00,suspend,,0.0
abc0003501,2021-02-16 18:31:01.356+00,suspend,,0.0
abc0003502,2021-02-16 18:37:40.419+00,suspend,,0.0
abc0003503,2021-02-16 18:51:05.321+00,suspend,,0.0
abc0003504,2021-02-16 19:42:33.112+00,suspend,,0.0
abc0003505,2021-02-16 20:56:47.641+00,suspend,,0.0
abc0003506,2021-02-16 23:30:38.398+00,suspend,,0.0
abc0003507,2021-02-17 00:36:57.692+00,suspend,,0.0
abc0003510,2021-02-17 01:02:45.972+00,suspend,,0.0
abc0003512,2021-02-17 02:47:27.876+00,suspend,,0.0
abc0003513,2021-02-17 04:07:31.272+00,suspend,,0.0
abc0003514,2021-02-17 08:07:25.035+00,suspend,,0.0
abc0003519,2021-02-17 09:30:39.872+00,suspend,,0.0
abc0003520,2021-02-17 09:59:07.093+00,suspend,,0.0
abc0003521,2021-02-17 10:04:48.475+00,suspend,,0.0
abc0003522,2021-02-17 11:26:36.828+00,suspend,,0.0
abc0003523,2021-02-17 11:36:35.322+00,suspend,,0.0
abc0003524,2021-02-17 12:31:10.094+00,suspend,,0.0
abc0003525,2021-02-17 13:24:19.213+00,suspend,,0.0
abc0003526,2021-02-17 14:04:19.134+00,suspend,,0.0
abc0003527,2021-02-17 14:54:34.97+00,suspend,,0.0
abc0003528,2021-02-17 15:07:15.744+00,suspend,,0.0
abc0003529,2021-02-17 15:34:21.909+00,suspend,,0.0
abc0003530,2021-02-17 15:51:00.143+00,suspend,,0.0
abc0003531,2021-02-17 16:10:17.222+00,suspend,,0.0
abc0003532,2021-02-17 16:13:54.001+00,suspend,,0.0
abc0003533,2021-02-17 17:36:14.204+00,suspend,,0.0
abc0003534,2021-02-17 18:10:57.295+00,suspend,,0.0
abc0003535,2021-02-17 18:36:26.34+00,suspend,,0.0
abc0003536,2021-02-17 18:40:09.641+00,suspend,,0.0
abc0003537,2021-02-17 18:51:23.508+00,suspend,,0.0
abc0003538,2021-02-17 20:32:25.747+00,suspend,,0.0
abc0003539,2021-02-17 21:59:28.376+00,suspend,,0.0
abc0003540,2021-02-17 22:26:04.111+00,suspend,,0.0
abc0003541,2021-02-17 23:03:25.965+00,suspend,,0.0
abc0003542,2021-02-17 23:29:58.162+00,suspend,,0.0
abc0003543,2021-02-17 23:51:20.222+00,suspend,,0.0
abc0003544,2021-02-18 00:40:42.552+00,suspend,,0.0
abc0003545,2021-02-18 00:59:48.181+00,suspend,,0.0
abc0003546,2021-02-18 02:23:07.443+00,suspend,,0.0
abc0003547,2021-02-18 02:50:07.184+00,suspend,,0.0
abc0003548,2021-02-18 03:08:33.177+00,suspend,,0.0
abc0003549,2021-02-18 03:56:39.221+00,suspend,,0.0
abc0003550,2021-02-18 06:35:55.681+00,suspend,,0.0
abc0003551,2021-02-18 07:34:18.678+00,suspend,,0.0
abc0003552,2021-02-18 08:01:51.148+00,suspend,,0.0
abc0003554,2021-02-18 09:41:57.032+00,suspend,,0.0
abc0003558,2021-02-18 10:05:16.488+00,suspend,,0.0
abc0003559,2021-02-18 10:57:09.89+00,suspend,,0.0
abc0003560,2021-02-18 11:10:54.802+00,suspend,,0.0
abc0003561,2021-02-18 12:49:41.36+00,suspend,,0.0
abc0003562,2021-02-18 13:17:50.396+00,suspend,,0.0
abc0003563,2021-02-18 13:42:55.308+00,active,ES,0.0
abc0003564,2021-02-18 13:58:54.854+00,suspend,,0.0
abc0003565,2021-02-18 16:02:29.208+00,suspend,,0.0
abc0003566,2021-02-18 17:20:02.388+00,suspend,,0.0
abc0003567,2021-02-18 19:24:37.03+00,suspend,,0.0
abc0003568,2021-02-18 20:18:53.274+00,suspend,,0.0
abc0003569,2021-02-18 21:05:16.245+00,suspend,,0.0
abc0003570,2021-02-18 21:09:30.532+00,suspend,,0.0
abc0003573,2021-02-19 02:02:49.917+00,suspend,,0.0
abc0003574,2021-02-19 02:20:34.661+00,suspend,,0.0
abc0003575,2021-02-19 04:08:15.748+00,suspend,,0.0
abc0003576,2021-02-19 04:27:13.738+00,suspend,,0.0
abc0003577,2021-02-19 06:55:15.921+00,suspend,US,0.0
abc0003578,2021-02-19 07:31:48.841+00,suspend,,0.0
abc0003579,2021-02-19 10:03:35.714+00,suspend,,0.0
abc0003580,2021-02-19 10:25:34.532+00,suspend,,0.0
abc0003581,2021-02-19 12:01:33.764+00,suspend,,0.0
