merchant_id,account_age_days,balance,days_since_last_tx,dropped_out
abc0003231,1496,11577.26,1412,1
abc0003232,1496,1950.0,1127,1
abc0003233,1496,0.0,1346,1
abc0003235,1496,0.0,1346,1
abc0003238,1496,0.0,1346,1
abc0003239,1496,5.01,1494,1
abc0003240,1496,0.0,1346,1
abc0003241,1496,0.0,1346,1
abc0003243,1495,0.0,1346,1
abc0003250,1495,0.0,1346,1
abc0003251,1495,0.0,1346,1
abc0003252,1495,0.0,1346,1
abc0003254,1495,0.0,1346,1
abc0003256,1495,0.0,1346,1
abc0003257,1495,152.3,1478,1
abc0003260,1495,0.0,1346,1
abc0003265,1495,0.0,1346,1
abc0003267,1495,0.0,1346,1
abc0003270,1494,-4005.08,1298,1
abc0003271,1494,0.0,1346,1
abc0003272,1494,0.0,1346,1
abc0003273,1494,0.0,1346,1
abc0003273,1494,0.0,1346,1
abc0003274,1494,0.0,1346,1
abc0003277,1494,0.0,1346,1
abc0003279,1494,526.66,1254,1
abc0003279,1494,0.0,1346,1
abc0003280,1494,0.0,1346,1
abc0003281,1494,0.0,1346,1
abc0003283,1494,212.0,715,1
abc0003284,1494,-1312.89,1250,1
abc0003285,1494,0.0,1346,1
abc0003289,1494,0.0,1494,1
abc0003290,1494,14.54,1494,1
abc0003291,1494,0.0,1346,1
abc0003293,1494,0.0,1346,1
abc0003294,1494,5.72,1491,1
abc0003301,1493,1.0,1493,1
abc0003302,1493,0.0,1346,1
abc0003304,1493,107.01,1065,1
abc0003306,1493,27.33,1482,1
abc0003310,1493,5.0,1493,1
abc0003314,1493,0.0,708,1
abc0003318,1493,-2621.6965,653,0
abc0003320,1493,0.0,1346,1
abc0003321,1493,0.0,1346,1
abc0003323,1493,0.0,1346,1
abc0003325,1493,0.0,1346,1
abc0003326,1493,0.0,1346,1
abc0003329,1492,0.0,1346,1
abc0003330,1492,579.32,1406,1
abc0003332,1492,0.0,1346,1
abc0003333,1492,116.89,1419,1
abc0003335,1492,0.0,1346,1
abc0003336,1492,0.0,1346,1
abc0003337,1492,13.31,1476,1
abc0003339,1492,0.0,1346,1
abc0003341,1492,-1029.2199999999998,1306,1
abc0003343,1492,0.0,1492,1
abc0003345,1492,0.0,1346,1
abc0003346,1492,0.0,1346,1
abc0003347,1492,0.0,1346,1
abc0003348,1492,0.0,1346,1
abc0003351,1491,-5496.3892,578,0
abc0003353,1491,6.4,1008,1
abc0003354,1491,-1709.13,1112,1
abc0003357,1491,0.0,1346,1
abc0003358,1491,0.0,1346,1
abc0003359,1491,0.0,1346,1
abc0003362,1491,10.21,1491,1
abc0003363,1491,-131.75,1470,1
abc0003364,1491,0.0,1346,1
abc0003365,1491,0.0,1346,1
abc0003369,1491,0.0,1346,1
abc0003370,1491,0.0,1346,1
abc0003371,1491,0.0,1346,1
abc0003373,1491,0.0,1346,1
abc0003374,1491,0.0,1346,1
abc0003376,1491,0.0,1346,1
abc0003377,1491,32.78,1450,1
abc0003378,1491,14.95,904,1
abc0003381,1491,0.0,1346,1
abc0003391,1490,5.72,1490,1
abc0003395,1490,0.0,1346,1
abc0003396,1490,0.0,1346,1
abc0003400,1490,0.0,1346,1
abc0003401,1490,7462.98,1052,1
abc0003401,1490,0.0,1346,1
abc0003403,1490,0.0,1346,1
abc0003404,1490,0.0,1346,1
abc0003408,1490,5.72,1490,1
abc0003410,1490,39.62,1487,1
abc0003411,1490,0.0,1346,1
abc0003413,1490,0.0,1346,1
abc0003414,1490,0.0,1346,1
abc0003416,1490,2.0,1488,1
abc0003417,1490,0.0,1346,1
abc0003420,1490,5650.32,1407,1
abc0003421,1490,0.0,1346,1
abc0003422,1490,0.0,1346,1
abc0003423,1490,0.0,1346,1
abc0003426,1490,0.0,1346,1
abc0003429,1489,2.03,1489,1
abc0003430,1489,-176.94,1346,1
abc0003432,1489,0.0,1346,1
abc0003433,1489,0.0,1346,1
abc0003434,1489,24.0,1380,1
abc0003435,1489,15864.11,1060,1
abc0003436,1489,0.0,1346,1
abc0003438,1489,0.0,1346,1
abc0003440,1489,0.0,1346,1
abc0003441,1489,0.0,1346,1
abc0003443,1489,0.0,1346,1
abc0003444,1489,0.0,1346,1
abc0003445,1489,0.0,1346,1
abc0003446,1489,0.0,1346,1
abc0003448,1489,0.0,1346,1
abc0003449,1489,10.05,1486,1
abc0003452,1489,0.0,1346,1
abc0003454,1488,0.0,1346,1
abc0003459,1488,0.0,1346,1
abc0003460,1488,16.39,1385,1
abc0003461,1488,429.19,1403,1
abc0003466,1488,0.0,1346,1
abc0003467,1488,0.0,1346,1
abc0003469,1488,0.0,1346,1
abc0003470,1488,0.0,1346,1
abc0003473,1488,0.0,1346,1
abc0003476,1488,0.0,1346,1
abc0003477,1488,0.0,1346,1
abc0003478,1488,277.3,1473,1
abc0003479,1488,0.0,1346,1
abc0003480,1488,0.0,1346,1
abc0003482,1488,0.0,1346,1
abc0003485,1487,0.0,1346,1
abc0003487,1487,0.0,1346,1
abc0003490,1487,0.0,1346,1
abc0003493,1487,0.0,1248,1
abc0003498,1487,1592.4,1487,1
abc0003500,1487,822.0,1442,1
abc0003502,1487,0.0,1346,1
abc0003504,1487,0.0,1346,1
abc0003505,1487,0.0,1346,1
abc0003510,1487,0.0,1346,1
abc0003512,1486,0.0,1346,1
abc0003513,1486,0.0,1486,1
abc0003519,1486,0.0,1346,1
abc0003520,1486,0.0,1346,1
abc0003524,1486,-552.87,1124,1
abc0003525,1486,0.0,1346,1
abc0003526,1486,293.52,1362,1
abc0003527,1486,0.0,1346,1
abc0003534,1486,-119.12,1346,1
abc0003535,1486,0.0,1346,1
abc0003539,1486,12270.29,1148,1
abc0003541,1486,0.0,1346,1
abc0003544,1486,0.0,1346,1
abc0003545,1486,18.07,1486,1
abc0003546,1485,0.0,1346,1
abc0003547,1485,0.0,1346,1
abc0003548,1485,0.0,1346,1
abc0003549,1485,28.38,1485,1
abc0003549,1485,0.0,1346,1
abc0003550,1485,0.0,1346,1
abc0003559,1485,0.0,1346,1
abc0003562,1485,5.25,1485,1
abc0003563,1485,-28.3576,435,0
abc0003565,1485,527.32,1348,1
abc0003570,1485,0.0,1346,1
abc0003574,1484,0.0,1346,1
abc0003575,1484,0.0,1346,1
abc0003577,1484,0.0,1346,1
abc0003578,1484,293.31,1484,1
abc0003580,1484,0.0,1484,1
abc0003584,1484,13.9,1460,1
abc0003587,1484,0.0,602,1
abc0003588,1484,1985.8,1055,1
abc0003589,1484,0.0,1346,1
abc0003591,1484,-2952.3731,837,1
abc0003592,1484,-1060.31,1346,1
abc0003594,1484,0.0,1346,1
abc0003597,1484,0.0,1346,1
abc0003601,1484,11.0,1484,1
abc0003604,1483,0.0,1346,1
abc0003605,1483,0.0,1346,1
abc0003609,1483,0.0,1346,1
abc0003610,1483,0.0,1346,1
abc0003611,1483,0.0,1346,1
abc0003612,1483,0.0,1346,1
abc0003613,1483,0.0,1346,1
abc0003614,1483,0.0,1346,1
abc0003616,1483,0.0,1346,1
abc0003617,1483,0.0,1346,1
abc0003619,1483,2.0,1483,1
abc0003623,1483,0.0,1346,1
abc0003625,1483,41.29,1280,1
abc0003626,1483,0.0,1346,1
abc0003627,1483,0.0,862,1
abc0003628,1483,0.0,1346,1
abc0003629,1483,4738.6,1479,1
abc0003630,1483,0.0,1346,1
abc0003634,1483,0.0,1346,1
abc0003635,1483,0.0,1346,1
abc0003638,1482,5.28,1400,1
abc0003642,1482,0.0,1346,1
abc0003643,1482,0.0,1346,1
abc0003644,1482,0.0,1346,1
abc0003645,1482,379.67,932,1
abc0003645,1482,35.0,1073,1
abc0003649,1482,0.0,1346,1
abc0003650,1482,0.0,1346,1
abc0003652,1482,0.0,1346,1
abc0003654,1482,0.0,1346,1
abc0003656,1482,52.848,841,1
abc0003657,1482,0.0,1346,1
abc0003658,1482,0.0,1346,1
abc0003659,1482,0.0,1346,1
abc0003661,1481,0.0,1346,1
abc0003662,1481,0.0,1346,1
abc0003663,1481,0.0,1346,1
abc0003666,1481,0.0,1346,1
abc0003668,1481,763.09,1194,1
abc0003669,1481,0.0,1346,1
abc0003670,1481,0.0,1207,1
abc0003671,1481,0.0,1346,1
abc0003676,1481,0.0,1346,1
abc0003677,1481,-125.0,1466,1
abc0003686,1480,4247.0922,839,1
abc0003687,1480,0.0,1346,1
abc0003688,1480,0.0,1346,1
abc0003692,1480,10209.0,1053,1
abc0003694,1480,0.0,1346,1
abc0003695,1480,-815.47,1113,1
abc0003696,1480,0.0,1346,1
abc0003698,1480,0.0,1346,1
abc0003699,1480,0.0,1346,1
abc0003702,1480,0.0,1346,1
abc0003707,1479,0.0,1346,1
abc0003712,1479,0.0,1346,1
abc0003717,1479,0.0,1346,1
abc0003718,1479,0.0,1346,1
abc0003719,1479,19789.77,1132,1
abc0003720,1479,0.0,1346,1
abc0003721,1479,-65.15,1067,1
abc0003726,1479,0.0,1346,1
abc0003729,1479,16.74,1477,1
abc0003732,1478,0.0,1346,1
abc0003735,1478,1749.0,1166,1
abc0003736,1478,0.0,1346,1
abc0003738,1478,637.88,1085,1
abc0003740,1478,0.0,1346,1
abc0003741,1478,17.03,1469,1
abc0003743,1478,0.0,1141,1
abc0003747,1478,0.0,1346,1
abc0003748,1478,0.0,1346,1
abc0003752,1477,0.0,1346,1
abc0003753,1477,0.0,1346,1
abc0003755,1477,0.0,1346,1
abc0003757,1477,-988712.6278,380,0
abc0003760,1477,2970.83,1023,1
abc0003761,1477,3.0,1477,1
abc0003762,1477,2292.8,1163,1
abc0003763,1477,51.8,1428,1
abc0003764,1477,-1551.0700000000002,715,0
abc0003769,1477,0.0,1346,1
abc0003770,1477,2225.47,1013,1
abc0003773,1477,0.0,1346,1
abc0003775,1477,9363.31,1334,1
abc0003778,1477,0.0,1346,1
abc0003783,1476,593.63,1458,1
abc0003784,1476,0.0,1346,1
abc0003785,1476,-197.03,686,1
abc0003791,1476,-303.7,710,1
abc0003792,1476,0.0,1346,1
abc0003794,1476,0.0,1346,1
abc0003799,1476,0.0,1346,1
abc0003800,1476,0.0,1346,1
abc0003801,1476,0.0,1346,1
abc0003802,1475,0.0,1346,1
abc0003805,1475,0.0,1346,1
abc0003807,1475,0.0,1346,1
abc0003810,1475,0.0,1346,1
abc0003812,1475,0.0,1346,1
abc0003812,1475,0.0,1330,1
abc0003824,1475,0.0,1346,1
abc0003825,1475,0.0,1346,1
abc0003828,1475,0.0,1346,1
abc0003829,1475,0.0,1346,1
abc0003830,1474,0.0,1346,1
abc0003834,1474,15.0,1470,1
abc0003835,1474,0.39,1115,1
abc0003836,1474,0.0,1346,1
abc0003841,1474,0.0,1346,1
abc0003842,1474,0.0,1346,1
abc0003843,1474,-19.33,693,0
abc0003846,1474,703.9,1473,1
abc0003847,1474,1991.92,1453,1
abc0003848,1474,0.0,1346,1
abc0003851,1473,24283.06,1059,1
abc0003852,1473,0.0,1346,1
abc0003853,1473,0.0,1346,1
abc0003856,1473,0.0,1346,1
abc0003857,1473,0.0,1346,1
abc0003858,1473,0.0,1346,1
abc0003860,1473,0.0,1346,1
abc0003862,1473,0.0,1346,1
abc0003864,1473,0.0,1346,1
abc0003869,1473,0.0,1346,1
abc0003871,1473,0.0,1346,1
abc0003872,1473,-109.12,369,1
abc0003873,1472,0.0,1346,1
abc0003877,1472,0.0,1346,1
abc0003879,1472,-10554.51,1346,1
abc0003880,1472,0.0,1346,1
abc0003882,1472,0.0,1346,1
abc0003884,1472,4950.64,1418,1
abc0003886,1472,0.0,1346,1
abc0003888,1472,0.0,1346,1
abc0003892,1472,0.0,1346,1
abc0003892,1472,0.0,1346,1
abc0003894,1472,30.0,1439,1
abc0003899,1472,0.0,1346,1
abc0003902,1472,49.98,1368,1
abc0003909,1471,-25474.29,1177,1
abc0003912,1471,0.0,1346,1
abc0003913,1471,0.0,1346,1
abc0003915,1471,0.0,1346,1
abc0003916,1471,0.0,1346,1
abc0003917,1471,0.0,1346,1
abc0003919,1471,22.0,1456,1
abc0003920,1471,0.0,1346,1
abc0003923,1471,0.0,1346,1
abc0003923,1471,79.9,872,1
abc0003925,1471,396.81,1091,1
abc0003928,1471,1.0,1471,1
abc0003929,1471,0.0,1346,1
abc0003930,1471,324673.01,1006,1
abc0003931,1470,0.0,1346,1
abc0003932,1470,0.0,1346,1
abc0003934,1470,0.0,1346,1
abc0003935,1470,0.0,1346,1
abc0003937,1470,0.0,1346,1
abc0003940,1470,0.0,1346,1
abc0003941,1470,0.0,1346,1
abc0003942,1470,0.0,1346,1
abc0003946,1470,0.0,1346,1
abc0003948,1470,0.0,1346,1
abc0003949,1470,6.2,1456,1
abc0003951,1470,-434.72,710,1
abc0003951,1470,31032.95,1024,1
abc0003955,1469,0.0,1346,1
abc0003956,1469,0.0,1346,1
abc0003958,1469,0.0,1346,1
abc0003964,1469,838.0,1467,1
abc0003965,1469,0.0,1346,1
abc0003966,1469,0.0,1346,1
abc0003967,1469,0.0,1346,1
abc0003969,1469,0.0,1346,1
abc0003971,1469,-80635.10639999999,357,0
abc0003973,1468,0.0,1346,1
abc0003975,1468,0.0,1346,1
abc0003977,1468,0.0,1346,1
abc0003978,1468,1.0,1468,1
abc0003979,1468,0.0,1346,1
abc0003983,1468,0.0,1468,1
abc0003984,1468,0.0,1346,1
abc0003985,1468,0.0,1346,1
abc0003991,1468,6.06,1467,1
abc0003992,1468,0.0,1346,1
abc0003993,1468,-1093.11,715,1
abc0003994,1467,0.0,1346,1
abc0003996,1467,0.0,1346,1
abc0003997,1467,146.86,1000,1
abc0003998,1467,-8413.1859,743,0
abc0004001,1467,-16753.023299999997,366,0
abc0004002,1467,0.0,1346,1
abc0004003,1467,708.93,1374,1
abc0004004,1467,7.0,1337,1
abc0004006,1467,0.0,1346,1
abc0004009,1467,0.0,1346,1
abc0004010,1467,0.0,1346,1
abc0004011,1467,0.0,1346,1
abc0004012,1467,2059.53,1466,1
abc0004013,1467,0.0,1346,1
abc0004015,1467,0.0,1346,1
abc0004018,1467,23157.66,1393,1
abc0004019,1467,-247.56,1346,1
abc0004020,1467,0.0,1346,1
abc0004021,1467,0.0,1346,1
abc0004025,1466,64.85,1414,1
abc0004026,1466,-418466.4731,568,0
abc0004028,1466,0.0,1346,1
abc0004029,1466,0.0,1346,1
abc0004030,1466,0.0,1346,1
abc0004031,1466,176.68,1449,1
abc0004033,1466,0.0,1346,1
abc0004035,1466,0.0,1346,1
abc0004036,1466,0.0,1346,1
abc0004037,1466,0.0,1346,1
abc0004038,1466,0.0,1346,1
abc0004039,1466,0.0,1346,1
abc0004040,1466,0.0,1346,1
abc0004043,1466,0.0,1346,1
abc0004047,1466,108.02,1458,1
abc0004048,1466,0.0,1346,1
abc0004051,1466,0.0,1346,1
abc0004057,1465,0.0,1346,1
abc0004059,1465,0.0,1346,1
abc0004061,1465,0.0,1346,1
abc0004064,1465,0.0,1346,1
abc0004066,1465,0.0,1346,1
abc0004067,1465,0.0,1346,1
abc0004072,1465,0.0,1346,1
abc0004073,1465,26.8,1459,1
abc0004075,1465,0.0,1346,1
abc0004080,1465,-50.07,991,0
abc0004084,1464,10.61,1446,1
abc0004084,1464,4158.58,992,1
abc0004085,1464,0.0,1346,1
abc0004086,1464,10307.8,1085,1
abc0004088,1464,0.0,1346,1
abc0004089,1464,81010.1,1308,1
abc0004093,1464,4.4,1106,1
abc0004094,1464,33866.39,1120,1
abc0004094,1464,0.0,1252,1
abc0004095,1464,0.0,1346,1
abc0004098,1464,0.0,1346,1
abc0004098,1464,0.0,1346,1
abc0004099,1464,0.0,1346,1
abc0004102,1464,2.16,1344,1
abc0004103,1464,0.0,1346,1
abc0004109,1464,0.0,1346,1
abc0004111,1463,30.59,1234,1
abc0004119,1463,0.0,1346,1
abc0004122,1463,0.0,1346,1
abc0004124,1463,0.0,1346,1
abc0004126,1463,0.0,1346,1
abc0004130,1463,0.0,1346,1
abc0004131,1463,4.0,1462,1
abc0004132,1462,0.0,1346,1
abc0004137,1462,0.0,1346,1
abc0004139,1462,0.0,1346,1
abc0004140,1462,0.0,1346,1
abc0004142,1462,0.0,1346,1
abc0004143,1462,0.0,1346,1
abc0004145,1462,18.82,1462,1
abc0004147,1462,0.0,1346,1
abc0004150,1461,0.0,1346,1
abc0004151,1461,0.0,1346,1
abc0004154,1461,-821.33,666,0
abc0004155,1461,0.0,1346,1
abc0004157,1461,494.46,1074,1
abc0004161,1461,0.0,1346,1
abc0004162,1461,0.0,1346,1
abc0004163,1461,0.0,1346,1
abc0004164,1461,0.0,1346,1
abc0004165,1461,0.0,1346,1
abc0004167,1461,0.0,1346,1
abc0004172,1461,124.44,1455,1
abc0004175,1461,0.0,1346,1
abc0004177,1460,0.0,1346,1
abc0004178,1460,143672.65,1154,1
abc0004180,1460,0.0,1346,1
abc0004182,1460,39.5,1346,1
abc0004183,1460,0.0,1403,0
abc0004192,1460,30.2539,589,0
abc0004194,1460,747.9900000000001,1272,1
abc0004195,1460,168.9,938,1
abc0004196,1460,29.89,1261,1
abc0004198,1460,3256.69,1220,1
abc0004201,1460,30.0,1177,1
abc0004203,1460,1.77,1458,1
abc0004204,1460,0.0,1059,1
abc0004207,1460,-1289.81,1246,1
abc0004208,1460,0.0,1401,1
abc0004209,1459,0.0,1346,1
abc0004211,1459,5196.58,1007,1
abc0004217,1459,0.0,1346,1
abc0004219,1459,0.0,1346,1
abc0004222,1459,0.0,1346,1
abc0004224,1459,0.0,1346,1
abc0004225,1459,0.0,1346,1
abc0004229,1459,0.0,1346,1
abc0004230,1459,0.0,1346,1
abc0004231,1459,0.0,1346,1
abc0004233,1459,17.0,1456,1
abc0004234,1459,44.5,1361,1
abc0004236,1459,0.0,1346,1
abc0004240,1459,0.0,1346,1
abc0004241,1459,0.0,1346,1
abc0004250,1458,1.0,1454,1
abc0004251,1458,0.0,1346,1
abc0004252,1458,0.0,1346,1
abc0004253,1458,0.0,1346,1
abc0004255,1458,0.0,1346,1
abc0004256,1458,0.0,1346,1
abc0004257,1458,0.0,1346,1
abc0004261,1458,0.0,1346,1
abc0004264,1458,264.05,1457,1
abc0004265,1458,7989.32,1014,1
abc0004266,1458,810.0,1260,1
abc0004267,1458,0.0,1346,1
abc0004270,1457,-4999.25,1170,0
abc0004271,1457,0.0,1346,1
abc0004272,1457,0.0,1346,1
abc0004273,1457,0.0,1346,1
abc0004278,1457,0.0,1346,1
abc0004279,1457,17.55,1451,1
abc0004280,1457,129.53,1165,1
abc0004280,1457,0.0,1346,1
abc0004287,1457,0.0,1346,1
abc0004288,1457,0.0,1346,1
abc0004289,1457,506.89,1324,1
abc0004289,1457,0.0,1346,1
abc0004291,1457,0.0,1346,1
abc0004292,1457,0.0,1346,1
abc0004294,1457,22091.11,1356,1
abc0004295,1457,0.0,1346,1
abc0004296,1457,0.0,1346,1
abc0004303,1456,0.0,1346,1
abc0004305,1456,0.0,1346,1
abc0004307,1456,255.36,1169,1
abc0004308,1456,0.0,1209,1
abc0004309,1456,0.0,1346,1
abc0004310,1456,0.0,1346,1
abc0004313,1456,0.0,1346,1
abc0004313,1456,0.0,1346,1
abc0004315,1456,0.0,1346,1
abc0004319,1455,-310.0,1387,1
abc0004320,1455,6.92,1455,1
abc0004322,1455,0.0,1346,1
abc0004325,1455,1180.6899999999998,1167,1
abc0004327,1455,0.0,1346,1
abc0004328,1455,0.0,1346,1
abc0004331,1455,0.0,1346,1
abc0004333,1455,0.0,1346,1
abc0004336,1455,0.0,1346,1
abc0004338,1454,-1858.3658,521,1
abc0004339,1454,0.0,1454,1
abc0004342,1454,2666.2,1177,1
abc0004343,1454,0.0,1346,1
abc0004348,1454,15.0,1453,1
abc0004352,1454,0.0,1346,1
abc0004355,1453,0.0,1346,1
abc0004358,1453,47623.29,1453,1
abc0004359,1453,873.98,1432,1
abc0004360,1453,0.0,1346,1
abc0004364,1453,0.0,1346,1
abc0004366,1453,0.0,1346,1
abc0004367,1453,1940.0,1445,1
abc0004368,1453,0.0,1346,1
abc0004369,1453,0.0,1346,1
abc0004380,1453,0.0,1346,1
abc0004386,1453,0.0,1346,1
abc0004387,1452,0.0,1346,1
abc0004387,1452,0.0,1346,1
abc0004388,1452,-1362.2778,834,1
abc0004389,1452,-7.73,1368,1
abc0004390,1452,211.29,1405,1
abc0004391,1452,0.0,1346,1
abc0004392,1452,-183.02,1355,1
abc0004393,1452,328.1266,385,1
abc0004394,1452,0.0,1346,1
abc0004403,1452,313.56,1452,1
abc0004404,1452,0.0,1346,1
abc0004405,1452,51.98,1145,1
abc0004406,1452,1502.09,1366,1
abc0004408,1452,0.0,1346,1
abc0004409,1452,0.0,1346,1
abc0004412,1452,-15.0,1253,1
abc0004413,1452,0.0,1346,1
abc0004414,1452,0.0,1346,1
abc0004419,1451,0.0,1346,1
abc0004424,1451,-67326.82,1045,0
abc0004426,1451,0.0,1346,1
abc0004427,1451,120.0,1447,1
abc0004429,1451,0.0,1346,1
abc0004434,1451,0.0,1346,1
abc0004434,1451,0.0,1346,1
abc0004435,1451,0.0,1346,1
abc0004437,1451,1.37,1451,1
abc0004439,1451,2162346.62,868,1
abc0004439,1451,0.0,1184,1
abc0004441,1451,0.0,1346,1
abc0004442,1451,98.15,1039,1
abc0004444,1451,0.0,1346,1
abc0004445,1451,0.0,1346,1
abc0004447,1451,127.86,1384,1
abc0004448,1451,1953.39,975,1
abc0004450,1451,44.22,1234,1
abc0004452,1451,0.0,1346,1
abc0004455,1450,38.29,1449,1
abc0004458,1450,287.23,1410,1
abc0004461,1450,0.0,1346,1
abc0004463,1450,0.0,1346,1
abc0004464,1450,0.0,1346,1
abc0004468,1450,6.0,1450,1
abc0004469,1450,25.04,1450,1
abc0004470,1450,7163.25,1023,0
abc0004470,1450,85.96050000000002,730,0
abc0004476,1450,1745.76,1263,1
abc0004477,1450,488.14,1445,1
abc0004479,1450,0.0,1346,1
abc0004482,1450,0.0,1275,1
abc0004483,1450,0.0,1346,1
abc0004484,1450,0.0,1346,1
abc0004485,1450,0.0,1346,1
abc0004486,1450,0.0,1346,1
abc0004487,1449,0.0,1346,1
abc0004490,1449,62.0,1017,1
abc0004491,1449,0.0,1346,1
abc0004496,1449,0.0,1346,1
abc0004501,1449,0.0,1346,1
abc0004503,1449,0.0,1346,1
abc0004504,1449,12.97,1287,1
abc0004505,1449,0.0,1346,1
abc0004507,1449,0.0,1346,1
abc0004511,1449,0.0,1346,1
abc0004512,1449,6.01,1448,1
abc0004516,1448,15.0,1441,1
abc0004518,1448,0.0,1346,1
abc0004521,1448,3.0,1447,1
abc0004522,1448,0.0,1346,1
abc0004523,1448,0.0,1346,1
abc0004524,1448,0.0,1346,1
abc0004526,1448,0.0,1346,1
abc0004527,1448,0.0,1346,1
abc0004528,1448,-8278.67,1248,1
abc0004529,1448,39.74,1161,1
abc0004530,1448,0.0,1346,1
abc0004532,1448,0.0,1346,1
abc0004537,1447,0.0,1346,1
abc0004538,1447,0.0,1346,1
abc0004539,1447,2.0,1447,1
abc0004539,1447,14734.8,1008,1
abc0004542,1447,0.0,1346,1
abc0004543,1447,0.0,1346,1
abc0004544,1447,0.3,1447,1
abc0004554,1447,0.0,1346,1
abc0004556,1447,0.0,1346,1
abc0004558,1447,0.0,1346,1
abc0004561,1447,0.0,1346,1
abc0004562,1447,10.0,1446,1
abc0004567,1447,1652.55,1392,1
abc0004569,1446,0.0,1346,1
abc0004570,1446,0.0,1346,1
abc0004577,1446,0.0,1346,1
abc0004579,1446,0.0,1346,1
abc0004580,1446,0.0,1346,0
abc0004584,1446,12.5,996,1
abc0004585,1446,275.0,1394,1
abc0004589,1446,0.0,1346,1
abc0004591,1446,0.0,1346,1
abc0004592,1446,0.0,1346,1
abc0004596,1445,0.0,1346,1
abc0004603,1445,6643.39,925,1
abc0004604,1445,0.0,1346,1
abc0004605,1445,-6067.94,366,0
abc0004609,1445,0.0,1346,1
abc0004610,1445,0.0,1346,1
abc0004611,1445,55.32,1445,1
abc0004614,1445,0.0,1346,1
abc0004618,1444,0.0,1323,0
abc0004620,1444,0.0,1346,1
abc0004625,1444,58.47,1427,1
abc0004626,1444,0.0,1346,1
abc0004627,1444,-280.0,1442,1
abc0004629,1444,0.0,1346,1
abc0004631,1444,0.0,1346,1
abc0004637,1443,0.0,1346,1
abc0004639,1443,0.0,1346,1
abc0004641,1443,80.4016,857,1
abc0004642,1443,-88.0,1428,1
abc0004642,1443,10.0,1427,1
abc0004643,1443,0.0,1346,1
abc0004644,1443,14472.71,1316,1
abc0004645,1443,0.0,1346,1
abc0004646,1443,0.0,1346,1
abc0004655,1443,0.0,1346,1
abc0004656,1443,10.0,1442,1
abc0004658,1443,0.0,1346,1
abc0004659,1443,0.0,1346,1
abc0004660,1443,0.0,1346,1
abc0004660,1443,0.0,1346,1
abc0004662,1443,1823.1,1107,1
abc0004664,1443,0.0,1346,1
abc0004665,1442,0.0,1346,1
abc0004666,1442,1797.12,1316,1
abc0004669,1442,505.54,1236,1
abc0004670,1442,40.81,1212,1
abc0004671,1442,0.0,1346,1
abc0004673,1442,0.0,1346,1
abc0004675,1442,0.0,1346,1
abc0004676,1442,0.0,1346,1
abc0004677,1441,0.0,1346,1
abc0004679,1441,0.0,1346,1
abc0004682,1441,0.0,1346,1
abc0004684,1441,351.54,1357,1
abc0004686,1441,0.0,1346,1
abc0004690,1440,0.0,1346,1
abc0004693,1440,50.92,1428,1
abc0004696,1440,37.95,1440,1
abc0004698,1440,0.0,1346,1
abc0004701,1440,0.0,1346,1
abc0004703,1440,0.0,1346,1
abc0004706,1440,0.0,1346,1
abc0004708,1439,-38271.7476,430,0
abc0004709,1439,-1237.0973,683,0
abc0004713,1439,0.0,1430,1
abc0004714,1439,0.0,930,1
abc0004715,1439,821.87,1260,1
abc0004716,1439,0.0,1346,1
abc0004717,1439,0.0,1346,1
abc0004718,1439,0.0,1346,1
abc0004719,1439,0.0,1346,1
abc0004720,1439,0.0,1346,1
abc0004721,1439,0.0,1346,1
abc0004722,1439,0.0,1346,1
abc0004723,1439,0.0,1346,1
abc0004729,1439,0.0,1346,1
abc0004730,1438,0.0,1346,1
abc0004732,1438,0.0,1346,1
abc0004733,1438,20.0,1438,1
abc0004734,1438,0.0,1346,1
abc0004738,1438,86.89,1169,1
abc0004740,1438,0.0,1346,1
abc0004741,1438,0.0,1346,1
abc0004742,1438,608.36,1340,1
abc0004743,1438,0.0,1346,1
abc0004744,1438,5.01,1423,1
abc0004745,1438,19.97,1432,1
abc0004746,1438,0.0,1346,1
abc0004748,1438,1214.74,1375,1
abc0004749,1438,0.0,1346,1
abc0004751,1438,0.0,1346,1
abc0004752,1437,0.0,1346,1
abc0004753,1437,-6386.88,1346,1
abc0004754,1437,292.04,1382,1
abc0004755,1437,0.0,1346,1
abc0004758,1437,0.0,1346,1
abc0004760,1437,150.23,1373,1
abc0004761,1437,0.0,1346,1
abc0004767,1437,251.62,1000,1
abc0004767,1437,308.264,718,1
abc0004769,1437,0.0,1346,1
abc0004771,1437,0.0,1346,1
abc0004772,1437,0.0,1346,1
abc0004774,1437,0.0,1346,1
abc0004775,1436,0.0,1346,1
abc0004777,1436,0.0,1346,1
abc0004777,1436,0.0,1346,1
abc0004778,1436,0.0,1346,1
abc0004778,1436,0.0,1346,1
abc0004779,1436,0.0,1346,1
abc0004785,1436,0.0,1346,1
abc0004788,1436,108967.92,1096,1
abc0004788,1436,0.0,1152,1
abc0004790,1436,15.0,1431,1
abc0004791,1436,12.456399999999974,758,1
abc0004795,1436,0.0,1346,1
abc0004796,1436,0.0,1346,1
abc0004797,1436,0.0,1436,1
abc0004797,1436,0.0,1436,1
abc0004806,1435,0.0,1346,1
abc0004807,1435,0.0,1346,1
abc0004808,1435,0.0,1133,1
abc0004809,1435,0.0,1346,1
abc0004810,1435,188.04999999999995,1191,1
