merchant_id,updated_at,currency,balance,balance_type
abc0001934,2021-10-01 04:37:22.157+00,,0.0,real
abc0001934,2021-07-08 00:01:18.057+00,,0.0,test
abc0001934,2021-10-01 04:37:22.165+00,,0.0,real
abc0001935,2021-10-01 04:37:22.171+00,,0.0,real
abc0001936,2021-07-08 00:01:18.091+00,,0.0,test
abc0001936,2021-10-01 04:37:22.188+00,,0.0,real
abc0001940,2021-10-01 04:37:22.245+00,,0.0,real
abc0001941,2021-07-08 00:01:18.163+00,,0.0,test
abc0001952,2021-10-01 04:37:22.391+00,,0.0,real
abc0001955,2021-10-01 04:37:22.428+00,,0.0,real
abc0001960,2021-10-01 04:37:22.503+00,,0.0,real
abc0001960,2021-07-08 00:01:18.337+00,,0.0,test
abc0001966,2021-10-01 04:37:22.603+00,,0.0,real
abc0001967,2021-10-01 04:37:22.618+00,,0.0,real
abc0001973,2021-10-01 04:37:22.714+00,,0.0,real
abc0001978,2021-07-08 00:01:18.518+00,,0.0,test
abc0001979,2021-10-01 04:37:22.81+00,,0.0,real
abc0001979,2021-07-08 00:01:18.538+00,,0.0,test
abc0001980,2021-10-01 04:37:22.828+00,,0.0,real
abc0001981,2021-10-01 04:37:22.84+00,,0.0,real
abc0001985,2021-10-01 04:37:22.869+00,,0.0,real
abc0001986,2021-10-01 04:37:22.891+00,,0.0,real
abc0001988,2022-03-17 15:45:17.36+00,,-297.23,real
abc0001994,2021-07-08 00:01:18.691+00,,0.0,test
abc0001996,2021-10-01 04:37:23.041+00,,0.0,real
abc0001998,2021-07-08 00:01:18.729+00,,0.0,test
abc0002001,2021-10-01 04:37:23.108+00,,0.0,real
abc0002003,2021-10-01 04:37:23.138+00,,0.0,real
abc0002004,2021-10-01 04:37:23.162+00,,0.0,real
abc0002006,2021-10-01 04:37:23.199+00,,0.0,real
abc0002019,2022-01-28 00:17:54.596+00,,52.24,real
abc0002022,2021-07-08 00:01:19.157+00,,0.0,real
abc0002028,2021-07-08 00:01:19.214+00,,0.0,real
abc0002031,2021-07-08 00:01:19.246+00,,0.0,real
abc0002032,2021-07-08 00:01:19.258+00,,0.0,test
abc0002032,2021-07-08 00:01:19.263+00,,0.0,real
abc0002037,2021-07-08 00:01:19.304+00,,0.0,real
abc0002040,2021-07-08 00:01:19.328+00,,0.0,real
abc0002041,2021-07-08 00:01:19.342+00,,0.0,real
abc0002046,2021-07-08 00:01:19.373+00,,0.0,real
abc0002058,2021-07-08 00:01:19.446+00,,0.0,real
abc0002058,2021-07-08 00:01:19.451+00,,0.0,test
abc0002059,2021-07-08 00:01:19.47+00,,0.0,real
abc0002059,2021-07-08 00:01:19.478+00,,0.0,test
abc0002061,2021-07-08 00:01:19.499+00,,0.0,test
abc0002061,2021-07-08 00:01:19.504+00,,0.0,real
abc0002064,2021-07-08 00:01:19.528+00,,0.0,test
abc0002065,2021-07-08 00:01:19.542+00,,0.0,test
abc0002073,2021-07-08 00:01:19.608+00,,0.0,real
abc0002082,2021-07-08 00:01:19.641+00,,0.0,real
abc0002083,2021-07-08 00:01:19.656+00,,0.0,real
abc0002084,2021-07-08 00:01:19.674+00,,0.0,real
abc0002085,2021-07-08 00:01:19.685+00,,0.0,real
abc0002089,2021-07-08 00:01:19.717+00,,0.0,test
abc0002089,2021-07-08 00:01:19.731+00,,0.0,real
abc0002095,2021-07-08 00:01:19.781+00,,0.0,test
abc0002098,2021-07-08 00:01:19.802+00,,0.0,real
abc0002099,2021-07-08 00:01:19.818+00,,0.0,real
abc0002100,2021-07-08 00:01:19.83+00,,0.0,real
abc0002101,2021-07-08 00:01:19.841+00,,0.0,real
abc0002102,2021-07-08 00:01:19.854+00,,0.0,real
abc0002104,2021-07-08 00:01:19.879+00,,0.0,real
abc0002107,2021-07-08 00:01:19.896+00,,0.0,test
abc0002107,2021-07-08 00:01:19.901+00,,0.0,real
abc0002112,2021-07-08 00:01:19.936+00,,0.0,real
abc0002112,2021-07-08 00:01:19.941+00,,0.0,test
abc0002113,2021-07-08 00:01:19.955+00,,0.0,real
abc0002120,2021-07-08 00:01:19.977+00,,0.0,real
abc0002126,2021-07-08 00:01:20.004+00,,0.0,test
abc0002129,2021-07-08 00:01:20.033+00,,0.0,real
abc0002130,2021-07-08 00:01:20.045+00,,0.0,real
abc0002144,2021-07-08 00:01:20.146+00,,0.0,real
abc0002147,2021-07-08 00:01:20.171+00,,0.0,real
abc0002153,2021-07-08 00:01:20.203+00,,0.0,real
abc0002155,2021-07-08 00:01:20.221+00,,0.0,real
abc0002159,2021-07-08 00:01:20.249+00,,0.0,real
abc0002160,2021-07-08 00:01:20.264+00,,0.0,real
abc0002183,2021-07-08 00:01:20.447+00,,0.0,real
abc0002186,2021-07-08 00:01:20.481+00,,0.0,real
abc0002189,2021-07-08 00:01:20.509+00,,0.0,real
abc0002190,2022-03-23 03:52:33.332+00,,1128.07,real
abc0002192,2021-07-08 00:01:20.539+00,,0.0,real
abc0002192,2021-07-08 00:01:20.544+00,,0.0,test
abc0002194,2021-07-08 00:01:20.561+00,,0.0,real
abc0002195,2021-07-08 00:01:20.573+00,,0.0,test
abc0002198,2021-07-08 00:01:20.598+00,,0.0,real
abc0002205,2021-07-08 00:01:20.644+00,,0.0,real
abc0002211,2021-07-08 00:01:20.66+00,,0.0,real
abc0002213,2021-07-08 00:01:20.678+00,,0.0,real
abc0002214,2021-07-08 00:01:20.688+00,,0.0,real
abc0002217,2021-07-08 00:01:20.715+00,,0.0,real
abc0002218,2021-07-08 00:01:20.73+00,,0.0,real
abc0002225,2021-07-08 00:01:20.78+00,,0.0,real
abc0002239,2021-07-08 00:01:20.861+00,,0.0,real
abc0002246,2021-07-08 00:01:20.925+00,,0.0,real
abc0002247,2021-07-08 00:01:20.937+00,,0.0,real
abc0002248,2021-07-08 00:01:20.949+00,,0.0,real
abc0002257,2021-07-08 00:01:21.009+00,,0.0,test
abc0002258,2021-07-08 00:01:21.021+00,,0.0,test
abc0002263,2021-07-08 00:01:21.063+00,,0.0,real
abc0002265,2021-07-08 00:01:21.085+00,,0.0,real
abc0002267,2021-07-08 00:01:21.104+00,,0.0,real
abc0002276,2021-07-08 00:01:21.15+00,,0.0,real
abc0002277,2021-07-08 00:01:21.163+00,,0.0,real
abc0002278,2021-07-08 00:01:21.174+00,,0.0,real
abc0002280,2021-07-08 00:01:21.194+00,,0.0,real
abc0002290,2021-07-08 00:01:21.254+00,,0.0,test
abc0002294,2021-07-08 00:01:21.281+00,,0.0,real
abc0002306,2021-07-08 00:01:21.348+00,,0.0,real
abc0002308,2021-07-08 00:01:21.363+00,,0.0,real
abc0002316,2021-07-08 00:01:21.409+00,,0.0,real
abc0002318,2021-07-08 00:01:21.429+00,,0.0,real
abc0002322,2021-07-08 00:01:21.459+00,,0.0,real
abc0002323,2021-07-08 00:01:21.472+00,,0.0,real
abc0002325,2021-07-08 00:01:21.492+00,,0.0,real
abc0002327,2021-07-08 00:01:21.507+00,,0.0,real
abc0002330,2021-07-08 00:01:21.529+00,,0.0,real
abc0002332,2021-07-08 00:01:21.545+00,,0.0,real
abc0002335,2021-07-08 00:01:21.57+00,,0.0,real
abc0002336,2021-07-08 00:01:21.58+00,,0.0,test
abc0002339,2021-07-08 00:01:21.602+00,,0.0,test
abc0002340,2021-07-08 00:01:21.613+00,,0.0,real
abc0002341,2021-07-08 00:01:21.624+00,,0.0,test
abc0002341,2021-07-08 00:01:21.629+00,,0.0,real
abc0002342,2021-07-08 00:01:21.641+00,,0.0,real
abc0002342,2021-07-08 00:01:21.646+00,,0.0,test
abc0002344,2021-07-08 00:01:21.664+00,,0.0,real
abc0002346,2021-07-08 00:01:21.68+00,,0.0,real
abc0002357,2021-07-08 00:01:21.757+00,,0.0,test
abc0002357,2021-07-08 00:01:21.762+00,,0.0,real
abc0002358,2021-07-08 00:01:21.773+00,,0.0,real
abc0002360,2021-11-23 20:54:07.872+00,,899.9,real
abc0002362,2021-07-08 00:01:21.813+00,,0.0,real
abc0002363,2021-07-08 00:01:21.826+00,,0.0,test
abc0002366,2021-07-08 00:01:21.851+00,,0.0,real
abc0002368,2021-07-08 00:01:21.87+00,,0.0,test
abc0002375,2021-07-08 00:01:21.903+00,,0.0,real
abc0002376,2021-07-08 00:01:21.917+00,,0.0,real
abc0002377,2021-07-08 00:01:21.928+00,,0.0,real
abc0002378,2021-07-08 00:01:21.939+00,,0.0,real
abc0002378,2021-07-08 00:01:21.944+00,,0.0,test
abc0002379,2021-07-08 00:01:21.955+00,,0.0,real
abc0002382,2021-07-08 00:01:21.981+00,,0.0,real
abc0002383,2021-07-08 00:01:21.992+00,,0.0,real
abc0002384,2021-07-08 00:01:22.003+00,,0.0,real
abc0002395,2021-07-08 00:01:22.057+00,,0.0,real
abc0002400,2021-07-08 00:01:22.086+00,,0.0,real
abc0002401,2022-02-16 00:21:12.555+00,,1346.36,real
abc0002404,2021-07-08 00:01:22.117+00,,0.0,real
abc0002407,2021-07-08 00:01:22.139+00,,0.0,test
abc0002409,2021-07-08 00:01:22.154+00,,0.0,real
abc0002413,2021-07-08 00:01:22.182+00,,0.0,real
abc0002415,2021-07-08 00:01:22.201+00,,0.0,real
abc0002421,2021-07-08 00:01:22.249+00,,0.0,test
abc0002421,2021-07-08 00:01:22.254+00,,0.0,real
abc0002422,2021-07-08 00:01:22.267+00,,0.0,real
abc0002429,2021-07-08 00:01:22.346+00,,0.0,real
abc0002432,2021-07-08 00:01:22.369+00,,0.0,test
abc0002436,2021-07-08 00:01:22.397+00,,0.0,real
abc0002438,2021-07-08 00:01:22.408+00,,0.0,real
abc0002440,2021-07-08 00:01:22.424+00,,0.0,real
abc0002445,2021-07-08 00:01:22.464+00,,0.0,real
abc0002446,2021-07-08 00:01:22.476+00,,0.0,real
abc0002449,2021-07-08 00:01:22.497+00,,0.0,real
abc0002450,2021-07-08 00:01:22.507+00,,0.0,real
abc0002453,2021-07-08 00:01:22.518+00,,0.0,real
abc0002456,2021-07-08 00:01:22.544+00,,0.0,real
abc0002461,2021-07-08 00:01:22.582+00,,0.0,real
abc0002467,2021-07-08 00:01:22.616+00,,0.0,real
abc0002472,2021-07-08 00:01:22.659+00,,0.0,real
abc0002474,2021-07-08 00:01:22.675+00,,0.0,real
abc0002475,2021-07-08 00:01:22.685+00,,0.0,real
abc0002477,2021-07-08 00:01:22.696+00,,0.0,real
abc0002490,2021-07-08 00:01:22.775+00,,0.0,real
abc0002492,2021-07-08 00:01:22.791+00,,0.0,real
abc0002493,2021-07-08 00:01:22.804+00,,0.0,real
abc0002496,2021-07-08 00:01:22.846+00,,0.0,real
abc0002497,2021-07-08 00:01:22.857+00,,0.0,real
abc0002499,2021-07-08 00:01:22.874+00,,0.0,test
abc0002499,2021-07-08 00:01:22.879+00,,0.0,real
abc0002500,2021-07-08 00:01:22.89+00,,0.0,test
abc0002500,2021-07-08 00:01:22.895+00,,0.0,real
abc0002501,2021-07-08 00:01:22.906+00,,0.0,real
abc0002503,2021-07-08 00:01:22.925+00,,0.0,real
abc0002503,2021-07-08 00:01:22.93+00,,0.0,test
abc0002504,2021-07-08 00:01:22.944+00,,0.0,real
abc0002505,2021-07-08 00:01:22.955+00,,0.0,test
abc0002511,2021-07-08 00:01:22.994+00,,0.0,real
abc0002514,2021-07-08 00:01:23.016+00,,0.0,real
abc0002516,2021-07-08 00:01:23.033+00,,0.0,real
abc0002522,2021-07-08 00:01:23.074+00,,0.0,real
abc0002523,2021-07-08 00:01:23.086+00,,0.0,real
abc0002524,2022-06-23 12:12:59.47+00,,394.87,real
abc0002532,2021-07-08 00:01:23.138+00,,0.0,real
abc0002533,2021-07-08 00:01:23.151+00,,0.0,real
abc0002536,2021-07-08 00:01:23.181+00,,0.0,real
abc0002539,2021-07-08 00:01:23.203+00,,0.0,real
abc0002541,2021-07-08 00:01:23.221+00,,0.0,test
abc0002542,2021-07-08 00:01:23.232+00,,0.0,real
abc0002544,2021-07-08 00:01:23.248+00,,0.0,real
abc0002545,2021-07-08 00:01:23.261+00,,0.0,test
abc0002545,2021-07-08 00:01:23.265+00,,0.0,real
abc0002549,2021-09-15 00:55:33.019+00,,61.71,real
abc0002552,2021-07-08 00:01:23.319+00,,0.0,real
abc0002553,2021-07-08 00:01:23.331+00,,0.0,test
abc0002565,2021-07-08 00:01:23.374+00,,0.0,real
abc0002567,2021-07-08 00:01:23.392+00,,0.0,real
abc0002568,2021-07-08 00:01:23.403+00,,0.0,real
abc0002570,2021-07-08 00:01:23.418+00,,0.0,real
abc0002577,2021-07-08 00:01:23.467+00,,0.0,real
abc0002577,2021-07-08 00:01:23.472+00,,0.0,test
abc0002585,2021-07-08 00:01:23.495+00,,0.0,real
abc0002586,2021-07-08 00:01:23.509+00,,0.0,real
abc0002593,2021-07-08 00:01:23.524+00,,0.0,test
abc0002596,2021-07-08 00:01:23.543+00,,0.0,real
abc0002598,2021-07-08 00:01:23.558+00,,0.0,real
abc0002598,2021-07-08 00:01:23.564+00,,0.0,test
abc0002599,2021-07-08 00:01:23.575+00,,0.0,real
abc0002600,2021-07-08 00:01:23.585+00,,0.0,real
abc0002603,2021-07-11 11:27:08.518+00,,68.46,real
abc0002605,2021-07-08 00:01:23.628+00,,0.0,test
abc0002606,2021-07-08 00:01:23.641+00,,0.0,real
abc0002610,2021-07-08 00:01:23.672+00,,0.0,test
abc0002613,2021-07-08 00:01:23.7+00,,0.0,real
abc0002614,2021-07-08 00:01:23.711+00,,0.0,real
abc0002615,2021-07-08 00:01:23.722+00,,0.0,real
abc0002616,2021-07-08 00:01:23.733+00,,0.0,real
abc0002616,2021-07-08 00:01:23.738+00,,0.0,real
abc0002620,2021-07-08 00:01:23.766+00,,0.0,real
abc0002627,2021-07-08 00:01:23.812+00,,0.0,real
abc0002629,2021-07-08 00:01:23.827+00,,0.0,real
abc0002630,2021-07-08 00:01:23.839+00,,0.0,real
abc0002632,2021-07-08 00:01:23.857+00,,0.0,real
abc0002632,2021-07-08 00:01:23.862+00,,0.0,real
abc0002632,2021-07-08 00:01:23.867+00,,0.0,test
abc0002634,2021-07-08 00:01:23.885+00,,0.0,real
abc0002635,2021-07-08 00:01:23.896+00,,0.0,real
abc0002637,2021-07-08 00:01:23.916+00,,0.0,real
abc0002643,2021-07-08 00:01:23.955+00,,0.0,real
abc0002645,2021-07-08 00:01:23.97+00,,0.0,real
abc0002646,2021-07-08 00:01:23.981+00,,0.0,real
abc0002648,2021-07-08 00:01:24.002+00,,0.0,real
abc0002649,2021-07-08 00:01:24.013+00,,0.0,real
abc0002655,2021-07-08 00:01:24.057+00,,0.0,real
abc0002657,2021-07-08 00:01:24.073+00,,0.0,real
abc0002657,2021-07-08 00:01:24.078+00,,0.0,real
abc0002667,2021-07-08 00:01:24.114+00,,0.0,real
abc0002670,2021-07-08 00:01:24.13+00,,0.0,real
abc0002673,2021-07-08 00:01:24.151+00,,0.0,test
abc0002681,2021-07-08 00:01:24.197+00,,0.0,real
abc0002682,2021-07-08 00:01:24.21+00,,0.0,test
abc0002684,2021-07-08 00:01:24.229+00,,0.0,real
abc0002687,2021-07-08 00:01:24.25+00,,0.0,real
abc0002692,2021-07-08 00:01:24.291+00,,0.0,real
abc0002694,2021-07-08 00:01:24.313+00,,0.0,test
abc0002697,2021-07-08 00:01:24.333+00,,0.0,real
abc0002698,2021-07-08 00:01:24.344+00,,0.0,real
abc0002700,2021-07-08 00:01:24.359+00,,0.0,real
abc0002702,2021-07-08 00:01:24.376+00,,0.0,real
abc0002703,2021-07-08 00:01:24.387+00,,0.0,real
abc0002704,2021-07-08 00:01:24.399+00,,0.0,real
abc0002704,2021-07-08 00:01:24.404+00,,0.0,real
abc0002705,2021-07-08 00:01:24.415+00,,0.0,real
abc0002707,2021-07-08 00:01:24.429+00,,0.0,test
abc0002707,2021-07-08 00:01:24.434+00,,0.0,real
abc0002713,2021-07-08 00:01:24.462+00,,0.0,test
abc0002721,2021-07-08 00:01:24.514+00,,0.0,test
abc0002721,2021-07-08 00:01:24.523+00,,0.0,real
abc0002722,2021-07-08 00:01:24.534+00,,0.0,real
abc0002723,2021-07-08 00:01:24.546+00,,0.0,test
abc0002724,2021-07-08 00:01:24.557+00,,0.0,real
abc0002727,2021-07-08 00:01:24.581+00,,0.0,real
abc0002728,2021-07-08 00:01:24.595+00,,0.0,real
abc0002729,2021-07-08 00:01:24.612+00,,0.0,real
abc0002737,2021-07-08 00:01:24.654+00,,0.0,real
abc0002740,2021-07-08 00:01:24.674+00,,0.0,real
abc0002741,2021-07-08 00:01:24.687+00,,0.0,real
abc0002743,2021-07-08 00:01:24.705+00,,0.0,test
abc0002744,2021-07-08 00:01:24.719+00,,0.0,real
abc0002746,2021-07-08 00:01:24.734+00,,0.0,real
abc0002746,2021-07-08 00:01:24.739+00,,0.0,test
abc0002748,2021-07-08 00:01:24.755+00,,0.0,real
abc0002750,2021-07-08 00:01:24.776+00,,0.0,real
abc0002752,2021-07-08 00:01:24.815+00,,0.0,real
abc0002754,2021-07-08 00:01:24.839+00,,0.0,test
abc0002761,2021-07-08 00:01:24.87+00,,0.0,real
abc0002762,2021-07-08 00:01:24.881+00,,0.0,real
abc0002763,2021-07-08 00:01:24.892+00,,0.0,real
abc0002766,2021-07-08 00:01:24.902+00,,0.0,real
abc0002771,2021-07-08 00:01:24.936+00,,0.0,real
abc0002771,2021-07-08 00:01:24.941+00,,0.0,test
abc0002774,2021-07-08 00:01:24.963+00,,0.0,real
abc0002779,2021-07-08 00:01:24.991+00,,0.0,real
abc0002781,2021-07-08 00:01:25.008+00,,0.0,test
abc0002785,2021-07-08 00:01:25.036+00,,0.0,real
abc0002785,2021-07-08 00:01:25.041+00,,0.0,real
abc0002790,2021-07-08 00:01:25.073+00,,0.0,test
abc0002794,2021-07-08 00:01:25.11+00,,0.0,test
abc0002795,2021-07-08 00:01:25.121+00,,0.0,real
abc0002801,2021-07-08 00:01:25.163+00,,0.0,real
abc0002807,2021-07-08 00:01:25.197+00,,0.0,real
abc0002809,2021-07-08 00:01:25.22+00,,0.0,real
abc0002810,2021-07-08 00:01:25.232+00,,0.0,real
abc0002811,2021-07-08 00:01:25.244+00,,0.0,real
abc0002812,2021-07-08 00:01:25.254+00,,0.0,real
abc0002822,2024-03-23 00:02:47.224+00,,-108080.8994,real
abc0002826,2021-07-08 00:01:25.334+00,,0.0,real
abc0002827,2021-07-08 00:01:25.345+00,,0.0,real
abc0002830,2021-07-08 00:01:25.356+00,,0.0,real
abc0002834,2021-07-08 00:01:25.38+00,,0.0,real
abc0002837,2022-04-28 22:01:20.317+00,,208.0,real
abc0002840,2021-07-08 00:01:25.415+00,,0.0,real
abc0002845,2021-07-08 00:01:25.443+00,,0.0,real
abc0002848,2021-07-08 00:01:25.472+00,,0.0,real
abc0002849,2021-07-08 00:01:25.484+00,,0.0,real
abc0002852,2021-07-08 00:01:25.506+00,,0.0,real
abc0002854,2021-07-08 00:01:25.521+00,,0.0,real
abc0002858,2021-07-08 00:01:25.546+00,,0.0,real
abc0002860,2021-07-08 00:01:25.566+00,,0.0,real
abc0002862,2021-07-08 00:01:25.581+00,,0.0,real
abc0002866,2021-07-08 00:01:25.613+00,,0.0,real
abc0002867,2021-07-08 00:01:25.624+00,,0.0,real
abc0002870,2021-07-08 00:01:25.646+00,,0.0,real
abc0002872,2021-07-08 00:01:25.661+00,,0.0,real
abc0002874,2021-07-08 00:01:25.683+00,,0.0,test
abc0002874,2021-07-08 00:01:25.688+00,,0.0,real
abc0002875,2021-07-08 00:01:25.699+00,,0.0,real
abc0002880,2021-07-08 00:01:25.729+00,,0.0,real
abc0002882,2021-07-08 00:01:25.75+00,,0.0,real
abc0002883,2021-10-31 19:28:57.272+00,,50.0,real
abc0002884,2021-07-08 00:01:25.771+00,,0.0,real
abc0002889,2021-07-08 00:01:25.805+00,,0.0,test
abc0002889,2021-07-08 00:01:25.81+00,,0.0,real
abc0002891,2021-07-08 00:01:25.825+00,,0.0,real
abc0002893,2021-07-08 00:01:25.84+00,,0.0,test
abc0002893,2021-07-08 00:01:25.844+00,,0.0,real
abc0002897,2021-07-08 00:01:25.868+00,,0.0,real
abc0002904,2021-07-08 00:01:25.919+00,,0.0,test
abc0002905,2021-07-08 00:01:25.93+00,,0.0,real
abc0002906,2021-07-08 00:01:25.941+00,,0.0,real
abc0002907,2021-07-08 00:01:25.951+00,,0.0,test
abc0002908,2021-07-08 00:01:25.962+00,,0.0,test
abc0002911,2021-07-08 00:01:25.99+00,,0.0,real
abc0002912,2021-07-08 00:01:26.001+00,,0.0,test
abc0002916,2021-07-08 00:01:26.025+00,,0.0,real
abc0002918,2021-07-08 00:01:26.04+00,,0.0,real
abc0002919,2021-07-08 00:01:26.051+00,,0.0,real
abc0002920,2021-07-08 00:01:26.062+00,,0.0,real
abc0002920,2021-07-08 00:01:26.067+00,,0.0,test
abc0002922,2021-07-08 00:01:26.082+00,,0.0,real
abc0002930,2021-07-08 00:01:26.132+00,,0.0,test
abc0002932,2021-07-08 00:01:26.147+00,,0.0,real
abc0002933,2021-07-08 00:01:26.158+00,,0.0,real
abc0002935,2021-07-08 00:01:26.173+00,,0.0,real
abc0002950,2021-07-08 00:01:26.254+00,,0.0,test
abc0002957,2021-07-08 00:01:26.296+00,,0.0,real
abc0002958,2021-07-08 00:01:26.307+00,,0.0,real
abc0002959,2021-07-08 00:01:26.318+00,,0.0,real
abc0002959,2021-07-08 00:01:26.323+00,,0.0,test
abc0002963,2021-07-08 00:01:26.351+00,,0.0,test
abc0002965,2021-07-08 00:01:26.367+00,,0.0,real
abc0002968,2022-03-08 03:04:35.724+00,,490.0,real
abc0002970,2021-07-08 00:01:26.398+00,,0.0,test
abc0002971,2021-07-08 00:01:26.409+00,,0.0,real
abc0002972,2021-07-08 00:01:26.42+00,,0.0,real
abc0002974,2021-07-08 00:01:26.443+00,,0.0,real
abc0002980,2021-07-08 00:01:26.459+00,,0.0,real
abc0002981,2021-07-08 00:01:26.469+00,,0.0,real
abc0002983,2021-07-08 00:01:26.48+00,,0.0,real
abc0002984,2021-07-08 00:01:26.493+00,,0.0,real
abc0002986,2021-07-08 00:01:26.508+00,,0.0,real
abc0002991,2021-07-08 00:01:26.543+00,,0.0,real
abc0002992,2021-07-08 00:01:26.554+00,,0.0,real
abc0002999,2021-07-08 00:01:26.598+00,,0.0,real
abc0003000,2021-07-08 00:01:26.609+00,,0.0,real
abc0003003,2021-07-08 00:01:26.634+00,,0.0,real
abc0003011,2021-07-08 00:01:26.685+00,,0.0,real
abc0003012,2021-07-08 00:01:26.698+00,,0.0,real
abc0003015,2021-07-08 00:01:26.72+00,,0.0,real
abc0003016,2021-07-08 00:01:26.73+00,,0.0,test
abc0003017,2021-07-08 00:01:26.741+00,,0.0,real
abc0003017,2021-07-08 00:01:26.745+00,,0.0,test
abc0003018,2021-07-08 00:01:26.756+00,,0.0,real
abc0003021,2021-07-08 00:01:26.775+00,,0.0,real
abc0003025,2021-07-08 00:01:26.798+00,,0.0,real
abc0003027,2021-07-08 00:01:26.815+00,,0.0,real
abc0003028,2021-07-08 00:01:26.825+00,,0.0,real
abc0003030,2021-07-08 00:01:26.84+00,,0.0,real
abc0003031,2021-07-08 00:01:26.851+00,,0.0,real
abc0003042,2021-07-08 00:01:26.91+00,,0.0,test
abc0003043,2021-07-08 00:01:26.922+00,,0.0,test
abc0003043,2021-07-08 00:01:26.927+00,,0.0,real
abc0003044,2021-07-08 00:01:26.939+00,,0.0,real
abc0003046,2021-07-08 00:01:26.957+00,,0.0,real
abc0003049,2021-07-08 00:01:26.979+00,,0.0,real
abc0003050,2021-07-08 00:01:26.989+00,,0.0,real
abc0003056,2021-07-08 00:01:27.025+00,,0.0,real
abc0003059,2021-07-08 00:01:27.048+00,,0.0,real
abc0003064,2021-07-08 00:01:27.084+00,,0.0,real
abc0003069,2023-02-20 15:40:17.868+00,,1019.7301,real
abc0003076,2021-07-08 00:01:27.158+00,,0.0,real
abc0003079,2021-07-08 00:01:27.193+00,,0.0,real
abc0003086,2021-07-08 00:01:27.234+00,,0.0,real
abc0003096,2021-07-08 00:01:27.25+00,,0.0,real
abc0003097,2021-07-08 00:01:27.262+00,,0.0,real
abc0003098,2021-07-08 00:01:27.273+00,,0.0,real
abc0003102,2021-07-08 00:01:27.298+00,,0.0,real
abc0003103,2022-07-03 19:28:50.825+00,,1085.4,real
abc0003111,2021-07-08 00:01:27.352+00,,0.0,real
abc0003113,2021-07-08 00:01:27.372+00,,0.0,real
abc0003127,2021-07-08 00:01:27.443+00,,0.0,real
abc0003127,2021-07-08 00:01:27.448+00,,0.0,test
abc0003128,2021-07-08 00:01:27.46+00,,0.0,real
abc0003141,2021-07-08 00:01:27.53+00,,0.0,test
abc0003150,2021-07-08 00:01:27.558+00,,0.0,real
abc0003155,2021-07-08 00:01:27.588+00,,0.0,real
abc0003156,2021-07-08 00:01:27.599+00,,0.0,real
abc0003162,2021-07-08 00:01:27.642+00,,0.0,test
abc0003163,2021-07-08 00:01:27.653+00,,0.0,real
abc0003165,2021-07-08 00:01:27.664+00,,0.0,real
abc0003170,2021-07-08 00:01:27.695+00,,0.0,test
abc0003173,2021-07-08 00:01:27.723+00,,0.0,real
abc0003178,2021-07-08 00:01:27.749+00,,0.0,real
abc0003178,2021-07-08 00:01:27.754+00,,0.0,real
abc0003179,2021-07-08 00:01:27.767+00,,0.0,test
abc0003180,2021-07-08 00:01:27.778+00,,0.0,real
abc0003181,2021-07-08 00:01:27.79+00,,0.0,test
abc0003181,2021-07-08 00:01:27.794+00,,0.0,real
abc0003182,2021-07-08 00:01:27.808+00,,0.0,test
abc0003183,2021-07-08 00:01:27.819+00,,0.0,real
abc0003184,2021-07-08 00:01:27.832+00,,0.0,real
abc0003191,2021-07-08 00:01:27.885+00,,0.0,real
abc0003195,2021-07-08 00:01:27.909+00,,0.0,real
abc0003198,2021-07-08 00:01:27.931+00,,0.0,real
abc0003200,2021-07-08 00:01:27.946+00,,0.0,real
abc0003205,2021-07-08 00:01:27.972+00,,0.0,test
abc0003205,2021-07-08 00:01:27.976+00,,0.0,real
abc0003206,2021-07-08 00:01:27.987+00,,0.0,real
abc0003207,2021-07-08 00:01:27.998+00,,0.0,real
abc0003208,2021-07-08 00:01:28.009+00,,0.0,test
abc0003208,2021-07-08 00:01:28.016+00,,0.0,real
abc0003213,2021-07-08 00:01:28.047+00,,0.0,real
abc0003213,2021-07-08 00:01:28.053+00,,0.0,test
abc0003215,2021-07-08 00:01:28.076+00,,0.0,real
abc0003216,2021-07-08 00:01:28.089+00,,0.0,real
abc0003217,2021-07-08 00:01:28.1+00,,0.0,real
abc0003219,2021-07-08 00:01:28.114+00,,0.0,real
abc0003221,2021-07-08 00:01:28.131+00,,0.0,real
abc0003222,2021-07-08 00:01:28.142+00,,0.0,real
abc0003223,2021-07-08 00:01:28.152+00,,0.0,real
abc0003226,2021-07-08 00:01:28.171+00,,0.0,real
abc0003226,2021-07-08 00:01:28.175+00,,0.0,test
abc0003227,2021-07-08 00:01:28.186+00,,0.0,real
abc0003227,2021-07-08 00:01:28.19+00,,0.0,test
abc0003230,2021-07-08 00:01:28.209+00,,0.0,real
abc0003233,2021-07-08 00:01:28.235+00,,0.0,real
abc0003235,2021-07-08 00:01:28.264+00,,0.0,real
abc0003238,2021-07-08 00:01:28.284+00,,0.0,real
abc0003240,2021-07-08 00:01:28.302+00,,0.0,real
abc0003241,2021-07-08 00:01:28.313+00,,0.0,real
abc0003243,2021-07-08 00:01:28.327+00,,0.0,real
abc0003250,2021-07-08 00:01:28.365+00,,0.0,real
abc0003251,2021-07-08 00:01:28.376+00,,0.0,real
abc0003252,2021-07-08 00:01:28.387+00,,0.0,real
abc0003254,2021-07-08 00:01:28.403+00,,0.0,real
